Wavelength	Name	Ionization Stage	RelInt
212.794	Ir	1	36
212.795	W	1	7
212.797	Fe	2	1
212.814	Nb	1	4
212.821	Nb	2	3
212.824	V	2	13
212.841	Ni	1	16
212.849	Cd	2	1
212.857	Ni	2	9
212.860	C	1	9
212.861	Pt	1	34
212.863	Mo	2	4
212.875	Ca	2	4
212.900	Nb	2	5
212.909	Hf	2	64
212.912	Ag	2	4
212.914	Ni	2	4
212.926	Ti	1	9
212.946	V	2	9
212.948	Au	1	10
212.950	Co	1	9
212.966	Al	1	9
212.970	Nb	1	5
212.986	Mn	1	7
212.989	Cr	2	4
212.993	Zr	1	4
212.996	Ni	1	19
212.996	V	1	4
213.016	Ti	2	4
213.018	N	2	4
213.022	Cr	2	4
213.025	Nb	3	4
213.026	Fe	2	4
213.027	Co	1	12
213.042	Fe	1	9
213.043	V	2	4
213.045	Ir	1	9
213.055	Fe	2	4
213.061	W	1	4
213.069	Pt	2	14
213.076	Cu	1	29
213.096	Fe	2	21
213.105	Co	1	4
213.107	Pt	1	4
213.110	Ni	2	11
213.118	Nb	2	53
213.123	Cu	2	3
213.126	Ni	2	29
213.131	Mn	1	5
213.138	W	1	5
213.150	Ca	2	1
213.166	Ir	1	51
213.176	O	2	1
213.185	V	2	26
213.189	Mo	2	13
213.199	O	2	1
213.202	Fe	1	13
213.220	Ti	2	1
213.224	Rh	2	4
213.227	W	1	1
213.230	Ca	2	1
213.246	Pt	1	6
213.256	Ir	1	4
213.262	Cr	2	1
213.276	Co	1	11
213.281	W	1	1
213.283	Nb	2	1
213.291	V	1	4
213.293	Cr	2	1
213.304	V	2	1
213.306	Mo	2	1
213.323	Fe	1	5
213.328	Zr	2	6
213.332	Ti	2	1
213.339	Mo	2	3
213.346	Co	2	3
213.349	Cr	2	1
213.363	Bi	1	101
213.366	Ti	2	1
213.380	As	1	19
213.399	Fe	2	1
213.406	W	2	5
213.412	V	2	31
213.420	Cr	2	1
213.425	Cu	1	4
213.428	Ni	2	3
213.436	Cu	2	31
213.449	Nb	2	7
213.452	Cr	2	1
213.458	Bi	1	101
213.462	Cr	2	1
213.462	Pt	1	13
213.467	W	1	1
213.470	Nb	2	13
213.473	Al	1	6
213.484	Ti	2	1
213.493	Ni	1	13
213.495	Nb	2	3
213.499	Mo	2	1
213.504	W	2	1
213.510	Fe	1	3
213.513	Ni	2	1
213.515	Pt	1	13
213.533	Ni	1	11
213.534	Cr	2	1
213.542	Cr	2	1
213.547	P	1	13
213.559	Co	1	4
213.572	Ti	2	5
213.579	Co	1	5
213.596	Fe	1	16
213.598	Cu	2	526
213.604	Mo	2	9
213.617	Zr	1	6
213.618	P	1	16
213.619	Fe	1	3
213.646	Zn	1	1
213.649	Co	2	3
213.652	Fe	2	1
213.656	Si	2	1
213.705	Nb	2	56
213.705	Sb	1	63
213.711	Os	1	151
213.715	W	3	55
213.731	V	2	61
213.741	C	2	51
213.750	C	1	71
213.754	Nb	2	56
213.765	W	2	54
213.768	Zr	2	61
213.773	Fe	2	51
213.778	Co	1	66
213.789	C	2	51
213.805	Ni	2	51
213.810	Fe	2	53
213.815	W	2	61
213.817	V	2	59
213.825	Hg	1	1
213.851	Cu	1	26
213.853	As	1	3
213.855	Nb	1	3
213.856	Zn	1	1301
213.859	Fe	1	9
213.860	Ni	2	26
213.890	Nb	2	11
213.897	Co	1	16
213.904	Re	2	21
213.906	Ni	2	4
213.911	Cr	3	19
213.916	W	2	19
213.925	Ti	2	4
213.930	W	1	6
213.944	Mo	2	15
213.964	W	2	13
213.969	Sb	1	61
213.970	Fe	3	17
213.980	V	2	31
213.993	Fe	1	5
214.006	V	2	91
214.006	W	2	9
214.008	Sn	1	3
214.009	Ni	1	3
214.015	Ta	2	43
214.039	Nb	2	16
214.067	Cu	1	5
214.108	Fe	1	11
214.113	Hg	1	1
214.116	Pt	2	16
214.130	Pd	2	1
214.137	Mo	2	1
214.143	Zr	1	2
214.147	Fe	1	11
214.170	V	2	1
214.171	Fe	1	9
214.183	Sb	1	31
214.194	V	2	11
214.202	Nb	2	3
214.211	Pd	1	16
214.222	Mo	1	1
214.243	V	2	1
214.244	Mo	2	1
214.249	Pt	2	3
214.251	W	2	4
214.274	V	2	1
214.275	Te	1	121
214.277	N	2	1
214.291	Nb	2	2
214.304	V	2	11
214.316	Ta	2	1
214.320	Nb	2	5
214.325	Mo	2	3
214.335	Bi	2	1
214.340	Bi	2	1
214.346	Bi	2	1
214.361	Ti	1	6
214.367	Co	1	4
214.371	V	2	4
214.390	Fe	1	9
214.401	Zr	2	1
214.407	Mo	1	1
214.408	As	1	51
214.409	W	2	21
214.420	Nb	1	11
214.424	Pt	3	121
214.441	Bi	1	6
214.441	Cd	2	251
214.445	Fe	1	26
214.449	Nb	2	7
214.450	W	1	19
214.467	Hg	1	1
214.473	Cu	2	5
214.479	Nb	2	6
214.480	Mn	1	11
214.486	Sb	1	41
214.502	Pt	1	17
214.504	Cd	1	1
214.518	Ni	1	9
214.519	Fe	1	13
214.539	W	2	1
214.545	Co	1	13
214.545	Mo	1	1
214.550	Cu	2	1
214.556	Al	1	6
214.561	Ag	2	9
214.576	Ag	2	1
214.577	W	1	1
214.599	V	2	6
214.606	Fe	3	2
214.614	Nb	1	1
214.616	W	2	5
214.626	Co	1	13
214.636	Nb	1	1
214.636	W	1	1
214.662	V	1	4
214.671	Fe	1	3
214.687	Ta	2	11
214.690	W	1	1
214.697	Co	2	1
214.698	Cu	2	1
214.704	Fe	2	9
214.719	Te	1	31
214.720	Nb	2	11
214.739	Co	2	1
214.739	Pt	1	7
214.746	As	3	1
214.747	V	3	3
214.751	Mo	2	1
214.752	V	2	3
214.760	V	1	4
214.766	Mo	2	6
214.772	Fe	2	1
214.776	Cd	1	1
214.779	Fe	1	9
214.780	Mo	2	11
214.780	Ni	1	24
214.791	Si	1	4
214.798	W	1	5
214.799	V	2	4
214.800	Hg	2	1
214.807	Mn	1	11
214.815	Zn	2	1
214.822	Ir	1	76
214.839	Fe	1	4
214.842	V	2	41
214.850	Fe	2	6
214.864	Nb	2	24
214.870	Co	1	7
214.872	Nb	1	6
214.873	Sn	1	71
214.885	W	2	9
214.896	Cd	1	1
214.897	Cu	2	41
214.903	Nb	2	3
214.914	P	1	16
214.914	W	2	14
214.915	Zr	1	5
214.917	Fe	1	11
214.921	Ag	3	9
214.931	Sn	2	1
214.939	V	2	8
214.953	Nb	2	16
214.962	Fe	1	8
214.970	Pt	2	6
214.977	Mo	2	6
215.018	Fe	1	14
215.023	Pt	2	9
215.043	Si	1	11
215.060	C	1	36
215.062	Fe	2	6
215.064	Pt	1	21
215.070	Al	1	11
215.076	Fe	2	6
215.078	Ca	1	16
215.083	V	2	6
215.084	Sn	1	6
215.103	V	2	6
215.105	Zr	2	6
215.106	Cd	1	1
215.110	Fe	3	19
215.143	Sn	3	11
215.162	Ir	1	83
215.170	Fe	2	21
215.178	Fe	3	6
215.180	Cu	2	31
215.181	V	2	51
215.186	Tl	1	6
215.190	Fe	1	6
215.192	Ni	1	11
215.208	Pt	1	31
215.214	Co	1	11
215.214	W	2	24
215.222	Ni	1	12
215.222	Sn	2	1
215.224	Fe	1	9
215.237	Fe	2	1
215.249	Fe	2	1
215.250	Mo	2	13
215.250	Sn	2	31
215.255	Nb	1	3
215.255	W	1	6
215.267	Pt	1	3
215.268	Ir	2	251
215.276	Pd	2	31
215.284	Sr	2	31
215.289	Zr	2	4
215.291	Bi	1	51
215.294	P	1	13
215.300	Fe	1	12
215.313	W	2	9
215.328	Fe	2	1
215.330	Nb	2	4
215.337	Fe	2	1
215.338	Mo	2	11
215.338	Pt	1	6
215.353	Bi	1	41
215.354	Nb	1	5
215.355	Pt	1	34
215.355	W	2	23
215.365	Nb	1	3
215.388	W	2	18
215.397	Cr	1	3
215.404	Mo	2	7
215.407	Co	1	11
215.408	P	1	16
215.418	Fe	1	4
215.420	Nb	2	18
215.446	Fe	1	16
215.470	Ti	2	64
215.472	Hg	1	1
215.473	Nb	1	4
215.481	In	1	3
215.502	Fe	1	5
215.506	Cd	2	1
215.514	Nb	2	3
215.524	Fe	1	4
215.526	W	2	3
215.559	Ti	2	19
215.562	Nb	2	31
215.564	Fe	1	9
215.584	Fe	2	18
215.626	Nb	1	5
215.642	W	2	31
215.647	Fe	2	21
215.667	Re	1	39
215.668	W	1	7
215.669	Co	2	4
215.674	Nb	2	29
215.680	Ti	2	13
215.694	Co	2	15
215.695	Bi	1	76
215.700	In	1	3
215.702	Mo	1	10
215.706	V	2	3
215.706	Zn	1	1
215.727	Nb	1	6
215.727	Pt	2	13
215.742	W	1	6
215.751	Nb	1	6
215.779	Fe	1	16
215.783	Ni	1	18
215.796	Zr	1	7
215.805	Ir	1	56
215.814	Nb	2	11
215.818	Co	2	6
215.829	Ti	2	9
215.831	Ni	1	21
215.840	In	1	6
215.841	Cu	2	6
215.848	Fe	3	18
215.853	Os	1	56
215.854	Co	1	16
215.873	Ni	2	16
215.891	Sb	1	26
215.892	Fe	1	12
215.895	Ag	2	6
215.908	Ti	2	10
215.915	Fe	2	10
215.919	Zr	3	6
215.924	Sb	1	21
215.942	Fe	1	9
215.948	W	1	6
215.952	Pb	1	21
215.952	Ti	2	9
215.965	Fe	1	14
215.979	Te	1	26
215.989	Fe	1	18
215.994	Zr	1	7
215.995	W	2	12
215.998	Os	1	66
216.023	Zr	1	6
216.024	Fe	1	3
216.027	Nb	2	56
216.038	Al	1	1
216.048	W	1	10
216.050	Be	1	3
216.074	Ir	1	61
216.083	Os	1	52
216.091	W	2	31
216.103	Ni	1	17
216.105	Mo	1	26
216.116	Fe	2	13
216.121	Ni	2	41
216.127	Be	2	1
216.131	Cu	2	41
216.131	Fe	2	1
216.150	V	2	5
216.154	Nb	1	5
216.158	Fe	3	27
216.187	Ag	3	16
216.202	Fe	2	31
216.219	Co	1	7
216.224	Fe	1	11
216.227	Pd	2	44
216.236	W	2	8
216.247	Cr	1	19
216.260	C	1	31
216.269	Ti	2	25
216.288	O	1	1
216.294	Cd	2	1
216.303	Co	1	16
216.307	Nb	2	9
216.337	Fe	3	33
216.357	Co	1	16
216.360	C	1	31
216.364	Mo	2	11
216.368	V	2	6
216.378	Si	1	11
216.386	Fe	1	10
216.390	W	2	38
216.410	Bi	1	23
216.416	Se	1	1
216.427	Nb	1	3
216.428	Pt	1	25
216.434	Fe	2	15
216.443	W	1	6
216.456	Fe	3	5
216.458	Al	1	1
216.481	W	2	9
216.485	Os	2	76
216.490	V	1	4
216.492	Al	1	1
216.509	Cu	1	86
216.517	Pt	1	1026
216.519	Mo	2	26
216.524	Zr	2	4
216.527	W	2	8
216.532	O	1	1
216.552	As	1	54
216.554	Co	1	13
216.555	Fe	2	1
216.555	Ni	2	61
216.580	Mo	2	19
216.587	Fe	1	22
216.594	Pt	2	28
216.596	Sr	2	41
216.605	Ag	2	9
216.615	Ni	1	11
216.618	V	2	11
216.620	Fe	2	5
216.621	As	3	9
216.624	Hg	1	1
216.627	S	1	1
216.628	Mg	2	3
216.632	W	2	41
216.651	Ag	2	106
216.676	Pt	1	41
216.677	Fe	1	136
216.687	Cu	2	3
216.688	Te	1	33
216.712	Mo	1	13
216.719	W	2	16
216.723	Nb	2	17
216.740	Fe	2	16
216.765	Mo	1	13
216.768	V	2	13
216.768	W	1	13
216.774	Si	1	20
216.775	Os	1	63
216.778	Zr	1	13
216.788	Fe	2	13
216.794	Re	1	53
216.805	Fe	1	21
216.809	V	2	13
216.829	Mo	1	13
216.829	W	1	23
216.838	Fe	1	21
216.859	Tl	1	43
216.859	W	2	15
216.871	Co	1	31
216.877	Mo	2	13
216.883	Al	1	21
216.892	Fe	2	13
216.910	Ni	2	33
216.926	Pt	1	21
216.942	Ir	2	15
216.943	Fe	2	13
216.948	W	1	28
216.951	Mo	2	13
216.953	Cu	1	43
216.955	V	1	13
216.956	Pt	2	13
216.959	I	1	1
216.961	Ni	1	3
216.984	V	1	4
216.989	Nb	2	6
216.994	Al	1	1
216.994	W	2	23
216.995	Fe	2	9
216.996	Ni	2	5
216.999	Pb	1	2001
217.007	V	2	3
217.019	Fe	2	1
217.023	Sb	1	11
217.038	V	2	5
217.048	S	1	1
217.054	Fe	1	11
217.056	Co	1	11
217.057	Mo	1	1
217.072	Nb	2	5
217.072	Pt	1	10
217.074	V	1	26
217.075	Au	1	1
217.087	Ag	2	1
217.100	In	1	3
217.107	Hg	2	1
217.109	Mo	1	1
217.130	Fe	1	11
217.132	Sn	1	1
217.153	W	1	1
217.166	Ag	2	1
217.176	Cu	1	31
217.176	W	1	4
217.184	V	2	1
217.214	Fe	1	4
217.217	Co	1	5
217.219	W	2	1
217.238	Pt	1	3
217.246	Mo	1	1
217.251	Cu	2	1
217.258	Fe	1	5
217.268	Fe	2	1
217.275	V	1	5
217.289	Co	2	1
217.289	W	2	1
217.290	Mo	2	6
217.295	Pd	1	13
217.299	Fe	2	4
217.315	V	1	16
217.317	Co	1	11
217.321	Fe	3	9
217.333	Co	2	3
217.340	C	1	31
217.354	Ni	1	16
217.354	W	2	11
217.360	Zr	1	5
217.372	Fe	2	3
217.382	W	2	4
217.384	C	2	1
217.384	Co	1	11
217.403	Co	1	1
217.408	Mo	2	1
217.409	Al	1	9
217.414	Fe	1	5
217.416	C	2	1
217.447	W	1	1
217.448	Ni	1	11
217.454	Co	2	16
217.461	Co	1	31
217.467	Fe	3	1
217.467	Ni	2	13
217.467	Pt	1	31
217.482	W	1	1
217.485	Fe	2	1
217.493	Co	2	1
217.496	Cu	2	4
217.499	Be	1	11
217.510	Be	1	26
217.515	Ni	2	16
217.536	W	1	1
217.540	Hg	1	1
217.540	Mo	2	1
217.545	Fe	1	34
217.551	W	2	10
217.555	Nb	1	6
217.556	Mn	1	41
217.558	Pb	1	41
217.581	Sb	1	341
217.583	V	2	8
217.583	Zr	3	4
217.584	Nb	2	31
217.603	Fe	1	4
217.621	Re	1	49
217.626	As	1	9
217.633	Au	1	16
217.640	Fe	1	3
217.641	W	2	15
217.646	Pt	1	13
217.649	Co	1	5
217.651	Fe	1	9
217.661	Bi	1	25
217.676	Nb	2	39
217.684	Fe	3	9
217.687	Pt	2	29
217.687	W	2	15
217.688	Cd	2	1
217.696	Co	1	3
217.700	V	1	25
217.702	Fe	2	9
217.708	Rh	2	29
217.709	Ni	2	24
217.712	W	2	7
217.722	Bi	1	16
217.724	V	1	6
217.725	Nb	1	2
217.730	Si	1	9
217.736	Ni	2	4
217.740	Al	1	1
217.751	Mo	2	1
217.754	W	2	5
217.766	Ge	2	1
217.770	In	1	3
217.785	Re	2	4
217.786	Mo	2	1
217.807	Nb	1	6
217.809	Fe	1	101
217.822	Nb	1	4
217.822	W	2	1
217.829	Pd	1	16
217.859	Co	1	26
217.872	W	2	13
217.877	S	1	1
217.886	Zr	1	5
217.890	Hf	2	141
217.892	W	2	11
217.894	Cu	1	43
217.896	Fe	1	9
217.898	Ir	1	61
217.919	Sb	1	76
217.935	Ni	2	13
217.936	Mo	1	19
217.937	Si	1	1
217.940	Cu	2	48
217.946	Ni	2	13
217.963	W	2	17
217.990	In	1	3
217.999	Ni	2	13
218.003	Mo	2	9
218.006	Co	1	11
218.025	Fe	2	3
218.025	Mo	2	16
218.046	Pt	1	166
218.046	W	2	16
218.047	Ni	2	45
218.049	Pt	1	38
218.060	Co	2	7
218.063	Ce	3	101
218.066	Nb	2	11
218.068	W	2	15
218.075	Cu	2	4
218.087	Fe	3	9
218.087	Hg	1	1
218.094	W	1	9
218.100	Al	1	1
218.112	Co	1	15
218.114	Fe	3	3
218.137	Mo	2	23
218.139	Cd	1	1
218.141	Cu	2	1
218.141	Fe	2	1
218.148	Zr	1	3
218.166	Pb	2	7
218.172	Co	2	181
218.172	Cu	1	66
218.177	Re	2	36
218.188	Cd	2	1
218.188	W	1	6
218.198	Mo	2	7
218.198	V	1	6
218.200	Co	1	11
218.222	V	1	36
218.223	W	2	7
218.235	Pd	2	31
218.237	Ni	1	19
218.238	Co	1	3
218.238	Fe	1	6
218.240	In	1	4
218.253	Mo	1	16
218.258	Co	1	16
218.264	O	2	1
218.272	Ta	2	39
218.277	Pt	1	33
218.278	V	1	4
218.280	Zr	2	5
218.290	Cu	2	9
218.294	As	1	12
218.308	V	2	4
218.315	Hg	1	1
218.330	Fe	2	1
218.332	W	2	14
218.337	Ni	1	13
218.347	Fe	3	1
218.360	Mo	2	8
218.372	Re	1	21
218.379	W	1	8
218.380	Fe	2	13
218.390	Ni	1	11
218.398	Fe	3	21
218.411	Au	3	11
218.414	Pt	2	1
218.417	W	1	5
218.418	V	2	1
218.423	W	1	13
218.431	Co	1	9
218.436	Mo	2	3
218.439	V	2	1
218.446	Fe	1	5
218.453	V	1	3
218.461	Ni	2	16
218.479	Zr	2	3
218.488	Mn	1	9
218.489	Mo	2	1
218.489	V	2	1
218.495	Co	1	11
218.495	W	1	1
218.521	Fe	1	4
218.539	V	2	55
218.541	Nb	2	6
218.542	W	2	11
218.550	Ni	2	35
218.554	Au	2	11
218.562	Fe	2	1
218.575	W	2	16
218.587	Nb	2	7
218.596	V	2	41
218.603	Co	1	4
218.624	Fe	1	6
218.630	Cd	2	1
218.645	Ge	1	3
218.648	Fe	1	131
218.673	W	2	24
218.677	Ag	2	19
218.678	Co	1	21
218.689	Fe	1	15
218.692	Bi	2	9
218.693	V	2	9
218.694	Ni	1	17
218.703	Nb	2	9
218.704	Co	2	11
218.719	Fe	1	59
218.721	Ni	1	11
218.728	Co	1	14
218.738	V	1	12
218.740	In	1	11
218.744	Fe	2	9
218.751	Ti	2	10
218.760	Ni	1	13
218.762	Mo	2	9
218.763	W	1	6
218.768	Fe	2	13
218.775	As	1	4
218.779	Cd	2	6
218.783	W	2	4
218.785	Pb	1	54
218.787	Fe	2	8
218.795	V	1	3
218.802	S	1	1
218.803	Mo	2	19
218.804	Ni	2	30
218.805	V	1	7
218.814	Nb	2	9
218.815	Cd	3	1
218.834	Pt	1	6
218.836	W	1	6
218.855	Cd	2	1
218.864	Mo	2	8
218.864	W	1	3
218.881	Au	2	1
218.888	Ni	2	5
218.894	Nb	1	6
218.895	Mo	2	20
218.897	Au	3	16
218.897	Os	1	51
218.900	Co	2	14
218.903	Fe	2	22
218.918	Fe	1	7
218.919	W	3	9
218.920	C	1	6
218.920	O	2	1
218.929	S	1	1
218.935	Co	1	4
218.936	Cu	2	3
218.936	W	2	11
218.938	Fe	1	5
218.940	Mo	2	35
218.949	W	2	17
218.959	Bi	1	31
218.962	Cu	2	53
218.962	Pb	1	1
218.962	Si	1	1
218.963	V	1	3
218.974	Mo	1	5
218.985	W	2	19
218.994	V	1	6
219.000	K	2	1
219.000	Mo	2	14
219.014	Ti	2	18
219.017	Pt	1	21
219.022	Co	1	4
219.022	V	2	18
219.023	Ni	1	24
219.026	Mo	2	10
219.032	Pt	2	43
219.038	Ir	2	151
219.042	O	2	1
219.043	Mo	1	11
219.047	V	2	9
219.050	Cu	2	3
219.057	Ni	1	9
219.063	Cd	1	1
219.066	O	2	1
219.069	Co	2	21
219.074	Hg	2	1
219.077	Fe	1	23
219.077	Pt	1	9
219.078	W	2	3
219.083	In	1	3
219.090	Sb	2	11
219.091	Rh	2	31
219.095	W	1	4
219.096	Ni	2	11
219.110	V	1	9
219.119	Ni	1	16
219.120	Fe	1	13
219.135	W	2	9
219.137	C	1	7
219.139	Mn	1	36
219.139	S	1	1
219.144	O	2	1
219.145	Mo	1	6
219.156	Ni	1	3
219.158	Cr	3	18
219.166	V	1	4
219.184	Fe	1	113
219.186	Ag	3	11
219.193	Fe	2	1
219.209	Ni	2	7
219.209	W	2	7
219.222	Si	1	1
219.226	Cu	2	526
219.235	Ni	2	9
219.240	W	1	7
219.241	Nb	2	6
219.250	Pt	1	11
219.251	Co	2	28
219.260	Al	2	1
219.267	Fe	2	1
219.276	Zr	1	3
219.278	Rh	2	1
219.282	Fe	1	6
219.284	Pt	2	13
219.286	Ru	2	4
219.286	Zr	1	4
219.291	V	2	11
219.300	Nb	1	6
219.303	W	1	23
219.312	S	1	1
219.341	Fe	1	9
219.344	W	2	1
219.346	V	1	5
219.354	W	2	9
219.356	Fe	1	3
219.361	Co	2	35
219.380	Nb	1	8
219.383	V	1	9
219.425	Al	2	1
219.439	Os	2	141
219.449	Sn	1	91
219.452	W	2	26
219.456	Cd	2	106
219.461	Co	1	7
219.464	V	1	6
219.484	V	2	9
219.485	Mn	1	13
219.490	Cr	1	9
219.495	Mo	2	9
219.495	W	1	7
219.500	C	1	21
219.510	V	2	3
219.525	Mo	1	8
219.535	Cd	1	16
219.543	O	2	1
219.548	Hg	1	1
219.550	Al	2	1
219.565	Nb	1	6
219.567	In	2	1
219.569	V	2	11
219.570	O	2	1
219.572	Nb	1	3
219.577	Cu	2	31
219.578	Nb	1	9
219.582	W	2	8
219.583	Nb	1	9
219.583	Pt	1	6
219.604	Fe	1	86
219.605	Ta	2	24
219.630	V	1	9
219.640	Nb	2	6
219.640	V	1	11
219.644	Ir	1	11
219.646	Co	1	21
219.656	V	1	8
219.678	W	2	9
219.684	Nb	1	8
219.690	C	1	36
219.690	Co	1	9
219.691	Pt	1	21
219.697	Mo	2	6
219.708	W	1	12
219.723	Fe	1	3
219.726	Mo	2	14
219.727	Fe	2	1
219.735	Ni	1	21
219.740	In	1	4
219.748	Mo	2	36
219.750	Ir	1	106
219.750	W	2	9
219.758	N	2	1
219.762	Ge	2	1
219.763	Co	1	6
219.779	Ca	2	61
219.785	W	1	5
219.789	Pt	2	26
219.794	Ni	2	1
219.800	V	1	41
219.802	W	2	7
219.814	Mo	2	23
219.824	Pd	2	41
219.830	Co	2	14
219.831	Nb	1	4
219.834	As	1	4
219.837	W	1	14
219.852	V	2	13
219.868	W	2	19
219.873	Ge	1	13
219.876	Co	1	3
219.879	Rh	2	1
219.880	S	1	1
219.885	Ir	1	66
219.891	Re	1	41
219.905	Nb	1	1
219.915	W	2	4
219.918	Al	1	6
219.927	Ti	1	1
219.934	Sn	1	31
219.940	W	1	1
219.944	V	2	1
219.957	Fe	1	11
219.958	Cu	1	51
219.960	Nb	2	4
219.964	Al	1	6
219.967	Ta	2	26
219.970	Pt	1	16
219.975	Cu	1	21
219.975	Fe	1	5
219.981	Cd	1	1
219.996	Rh	2	51
219.997	Nb	2	20
220.017	V	1	6
220.025	Mo	2	10
220.027	W	1	4
220.039	Fe	1	151
220.042	Co	2	21
220.057	Cu	2	11
220.060	Mo	2	4
220.069	Co	1	81
220.070	Ni	1	13
220.072	Fe	1	44
220.073	Ca	1	21
220.092	W	2	9
220.099	Mo	2	19
220.101	Pt	1	30
220.102	Rh	2	31
220.108	Al	1	6
220.112	Fe	1	11
220.123	Co	1	5
220.128	Pt	2	7
220.132	Sb	1	66
220.135	Au	2	31
220.135	Ti	2	3
220.136	Nb	2	9
220.140	Fe	1	3
220.141	Ni	2	41
220.151	Cd	1	1
220.159	Fe	2	1
220.159	Ni	1	8
220.164	Zr	1	7
220.167	V	3	6
220.197	W	2	8
220.201	Nb	2	9
220.201	Pt	2	8
220.210	Ag	2	6
220.222	Pt	1	31
220.224	In	1	8
220.236	Pd	2	6
220.250	V	1	6
220.258	Pt	2	6
220.268	Mg	2	11
220.272	V	1	16
220.283	Bi	1	18
220.293	Co	2	9
220.312	Bi	1	26
220.315	Ce	3	6
220.316	Nb	2	10
220.343	Co	2	4
220.346	Fe	1	5
220.352	Ni	1	9
220.353	Pb	2	5051
220.364	Ag	2	21
220.364	Nb	2	56
220.366	V	1	3
220.372	N	2	1
220.379	W	2	14
220.381	Sb	1	7
220.388	Pt	2	21
220.391	Cr	2	6
220.408	Fe	1	3
220.418	Cd	2	1
220.438	Ag	2	11
220.448	W	2	43
220.449	V	1	41
220.461	Nb	1	6
220.462	Al	1	21
220.467	Al	1	21
220.479	Co	1	21
220.487	Mo	2	11
220.493	V	1	4
220.499	W	2	14
220.502	Rh	1	101
220.507	Co	2	16
220.516	As	1	6
220.528	In	2	1
220.549	W	2	7
220.553	Co	2	16
220.555	Ni	2	1
220.571	V	2	3
220.585	Ge	2	1
220.587	Co	2	15
220.589	Au	2	11
220.595	Ag	2	51
220.597	As	1	9
220.601	Nb	3	26
220.606	Mo	2	8
220.608	W	2	17
220.609	N	2	1
220.615	Fe	2	1
220.621	Co	2	5
220.633	Zr	3	4
220.635	Rh	2	81
220.644	V	1	9
220.645	Mo	2	22
220.657	Fe	2	21
220.659	W	2	31
220.664	Nb	2	21
220.671	Ni	2	41
220.673	Pt	2	21
220.684	Mo	2	21
220.692	W	2	24
220.696	Zr	3	21
220.697	Tl	1	51
220.707	Fe	1	27
220.717	Te	1	31
220.735	Mo	1	21
220.739	W	2	24
220.744	Ni	1	21
220.757	Pt	2	21
220.763	V	1	21
220.769	Co	1	31
220.773	Sb	1	25
220.774	Ni	1	25
220.787	Co	1	30
220.793	Co	2	21
220.795	Zr	1	31
220.797	Si	1	321
220.799	W	2	27
220.801	Fe	1	26
220.818	Mo	2	21
220.842	Fe	2	21
220.845	Sb	1	46
220.849	Ag	2	21
220.852	Co	1	33
220.861	Ca	2	41
220.867	Ni	1	24
220.877	Pt	1	26
220.881	Mn	1	21
220.881	W	2	21
220.883	Te	1	61
220.885	Fe	3	27
220.893	V	1	21
220.896	Ir	1	23
220.899	Ni	1	26
220.905	Co	1	21
220.905	Fe	2	21
220.906	W	1	27
220.907	Mo	1	21
220.922	V	3	21
220.951	Co	1	21
220.956	Mo	2	23
220.957	Pt	2	21
220.964	Mn	1	28
220.966	Sn	1	46
220.970	Cd	2	21
220.975	Tl	1	21
220.979	Cu	2	21
220.983	Mo	2	23
220.984	Pt	2	21
220.990	C	1	23
220.997	V	1	26
221.003	Ta	2	31
221.003	V	2	21
221.006	Al	1	33
221.016	Zn	2	21
221.019	Ta	2	21
221.022	W	1	21
221.026	Cu	2	41
221.030	V	2	21
221.031	Nb	1	3
221.032	Ag	2	1
221.037	Cd	2	1
221.038	Ni	2	31
221.044	Nb	1	4
221.047	Zn	2	1
221.053	Nb	2	15
221.062	Nb	1	3
221.066	Au	2	5
221.069	Fe	1	9
221.071	Tl	1	1
221.088	Mn	1	17
221.088	Mo	1	5
221.089	Si	1	601
221.089	Zr	1	16
221.092	Nb	2	16
221.095	Fe	2	1
221.101	Mo	3	16
221.102	Ni	1	21
221.103	W	1	6
221.105	Sn	1	1
221.107	Co	1	6
221.110	Ni	2	9
221.111	Fe	2	13
221.114	In	1	4
221.115	Cd	1	1
221.121	Ag	3	4
221.124	Fe	3	7
221.127	Nb	2	4
221.129	Ni	1	13
221.136	V	3	5
221.143	Co	2	28
221.146	Nb	1	15
221.151	Pt	2	4
221.173	Zr	1	9
221.174	Si	1	25
221.183	Cr	2	22
221.214	Pd	2	56
221.215	Ni	1	15
221.217	W	1	11
221.232	Ir	1	51
221.235	Co	1	10
221.247	Zr	2	4
221.274	Cu	2	1
221.283	Cu	1	21
221.293	Nb	1	5
221.318	Au	3	1
221.318	Co	1	11
221.319	Ni	2	3
221.319	W	1	1
221.344	Mo	1	1
221.365	Fe	3	3
221.369	V	1	7
221.370	Cd	1	1
221.370	Cr	2	1
221.381	Co	1	8
221.382	Mn	1	61
221.385	Ni	1	6
221.386	Co	1	5
221.393	Pt	1	7
221.400	Bi	2	1
221.401	Mo	2	1
221.402	V	3	1
221.403	Nb	1	9
221.403	Pd	2	1
221.406	Fe	2	1
221.412	Bi	3	8
221.416	Os	1	26
221.416	Zr	1	21
221.426	Re	2	101
221.427	Mo	2	3
221.428	Pt	1	1
221.431	W	1	5
221.440	Fe	2	1
221.458	Cu	1	51
221.458	Re	1	1
221.459	Zr	2	1
221.463	Zr	1	4
221.479	Co	2	10
221.492	Sn	1	1
221.509	Fe	2	1
221.510	Cu	2	1
